6	ATT	ADT	ALX	ALY	ACX	ACY	ARI	APW	APH	AQU	AFX	BTT	BDT	BLX	BLY	BCX	BCY	BRI	BPW	BPH	BQU	BFX	GPX	GPY	GPZ	CNT	MRK	STR
5	TotalTime	DeltaTime	X_Gaze	Y_Gaze	X_CorrectedGaze	Y_CorrectedGaze	Region	PupilWidth	PupilHeight	Quality	Fixation	TotalTime	DeltaTime	X_Gaze	Y_Gaze	X_CorrectedGaze	Y_CorrectedGaze	Region	PupilWidth	PupilHeight	Quality	Fixation	 X 	 Y 	 Z 	Count	Marker	String
7	 0.000000	EyeA FrameRate	60
7	 0.000000	EyeB FrameRate	60
10	  0.8338	  16.3769	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.8260	  16.6589	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	50		
10	  0.8509	  17.0743	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.8425	  16.5456	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	51		
10	  0.8673	  16.4216	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.8594	  16.8422	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	52		
10	  0.8839	  16.6552	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.8760	  16.6437	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	53		
10	  0.9007	  16.7726	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.8926	  16.5809	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	54		
10	  0.9174	  16.7249	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.9094	  16.7740	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	55		
10	  0.9342	  16.7294	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.9299	  20.5150	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	56		
10	  0.9509	  16.7164	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.9427	  12.7877	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	57		
10	  0.9674	  16.5393	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.9594	  16.7540	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	58		
10	  0.9841	  16.6416	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.9761	  16.6412	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	59		
10	  1.0009	  16.8561	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.9927	  16.6364	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	60		
10	  1.0173	  16.4124	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.0094	  16.6537	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	61		
10	  1.0341	  16.7784	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.0260	  16.6737	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	62		
10	  1.0509	  16.8031	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.0428	  16.8133	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	63		
10	  1.0674	  16.5017	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.0594	  16.5949	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	64		
10	  1.0843	  16.8324	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.0761	  16.7005	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	65		
10	  1.1070	  22.7566	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.1095	  16.6798	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	66		
10	  1.1244	  17.4149	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.1262	  16.7296	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	67		
10	  1.1403	  15.9203	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.1429	  16.6477	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	68		
